conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1927998414643470631,Thu May 29 23:53:33 +0000 2025,0,@reaareaa__ Setiap Presiden Prabowo dukung Danantara percaya deh bakal ada perubahan besar,1928238313846231129,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928238313846231129,1709050286453784576,
1927997965647446122,Thu May 29 23:53:20 +0000 2025,0,@reaareaa__ Langkah Presiden Prabowo dukung Danantara benar-benar patut diapresiasi,1928238258208575568,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928238258208575568,1709088184339222528,
1927997965647446122,Thu May 29 23:49:51 +0000 2025,0,@reaareaa__ Dukungan nyata Presiden Prabowo ke Danantara bikin tambah yakin sama visi beliau,1928237381137690690,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928237381137690690,1700078512567418880,
1927997965647446122,Thu May 29 23:49:38 +0000 2025,0,@reaareaa__ Presiden Prabowo kasih peluang lebih besar buat Danantara bawa nama Indonesia,1928237328457203845,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928237328457203845,1698957731473100800,
1927997965647446122,Thu May 29 23:49:02 +0000 2025,0,@reaareaa__ Gak banyak yang bisa sekonsisten Presiden Prabowo dukung Danantara,1928237177038602518,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928237177038602518,1717825531801133056,
1927886643203035487,Thu May 29 23:47:11 +0000 2025,41,@katasiapalo @KangManto123 @aniesbaswedan artinya saat lobby dari pihak Danantara nya bagus bgt smp meyakinkan. Kemudian beliau shock culture bahwa sistem di Indo itu sangatlah jelek,1928236713031471377,,katasiapalo,in,,0,1,0,https://x.com/undefined/status/1928236713031471377,1886710213,
1927997965647446122,Thu May 29 23:46:34 +0000 2025,0,@reaareaa__ Dukungan Presiden Prabowo buat Danantara terbukti membawa semangat positif yang besar,1928236554419392918,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928236554419392918,1711260484954107904,
1927998414643470631,Thu May 29 23:46:33 +0000 2025,0,@reaareaa__ Semoga makin banyak yang peduli kayak Presiden Prabowo ke Danantara,1928236552569708554,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928236552569708554,1711249477393346560,
1927998414643470631,Thu May 29 23:46:06 +0000 2025,0,@reaareaa__ Presiden Prabowo support Danantara semangat juang buat inovasi nggak pernah padam,1928236438400778406,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928236438400778406,1701146023048196096,
1927997965647446122,Thu May 29 23:45:55 +0000 2025,0,@reaareaa__ Jika Presiden Prabowo udah dukung Danantara pasti masa depan bangsa lebih cerah,1928236393412599872,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928236393412599872,1699327320652410880,
